Mandat,Sous-mandat,X,Y,Commune,Remarque,Info,Type 1,Type 2,Type 3
5148,_02157,,,Ayent,Dossier inexistant N:\ - Existant dans la base de données,Pas de dossier,Géotechnique,na,na
5149,_02158,2596535,1114098,Hérémence,,,Géotechnique,na,na
5150,_02159,2596266,1115056,Hérémence,,,Géotechnique,na,na
5151,_02160,2610446,1114122,Anniviers,,,Géotechnique,na,na
5152,_02161,,,Riddes,Dossier vide N:\ - Existant dans la base de données,Dossier vide,Géotechnique,na,na
5153,_02162,2589242,1114783,Nendaz,,Pas de rapport,Géotechnique,na,na
5154,_02163,2585932,1113655,Nendaz,,,Dangers naturels,na,na
5155,_02164,2595767,1114738,Vex,,Chalet sur parc 6042 Les Collons 1900,Géotechnique,na,na
5156,_02165,,,Sierre,Dossier inexistant N:\ - Existant dans la base de données,,Géotechnique,na,na
5157,_02166,2584416,1110750,Riddes,,,Géotechnique,na,na
5158,_02167,,,Sierre,Dossier inexistant N:\ - Existant dans la base de données,Pas de dossier,Géotechnique,na,na
5159,_02168,2580849,1110500,Saxon,,,Géotechnique,na,na
5160,_02169,,,Leytron,Dossier vide N:\ - Existant dans la base de données,,Géotechnique,na,na
5161,_02170,,,Nendaz,Dossier inexistant N:\ - Existant dans la base de données,Pas de dossier,Géotechnique,na,na
5162,_02171,2498032,1119657,Genève-Petit-Saconnex,,,Géotechnique,na,na
5163,_02172,2590847,1116561,Nendaz,,,Géotechnique,na,na
5164,_02173,2596390,1114656,Hérémence,,,Géotechnique,na,na
5165,_02174,2579792,1111210,Saxon,,,Géotechnique,na,na
5166,_02175,2593491,1122392,Savièse,,,Géotechnique,na,na
5168,_02176,2589996,1115914,Nendaz,,,Géotechnique,na,na
5169,_02177,2581020,1113293,Saillon,,,Géotechnique,na,na
5170,_02178,2596072,1120617,Sion,,,Géotechnique,na,na
5171,_02179,2592260,1115190,Nendaz,,,Géotechnique,na,na
5172,_02180,2597632,1120077,Sion,,,Géotechnique,na,na
5173,_02181,2590342,1117864,Sion,,,Géotechnique,na,na
5174,_02182,2579931,1116390,Leytron,, Immeuble Pierre-à-Voir Ovronnaz,Géotechnique,na,na
5175,_02183,2584256,1115613,Chamoson,, Immeuble La Portette à St-Pierre-de-Clages/infiltration,Géotechnique,na,na
5176,_02184,2584369,1110984,Riddes,,,Géotechnique,na,na
5177,_02185,2589330,1116418,Nendaz,,,Géotechnique,Hydrogéologie,na
5178,_02186,2590709,1114289,Nendaz,,,Géotechnique,na,na
5179,_02187,2593278,1122181,Savièse,,Pas de rapport,Géotechnique,na,na
5180,_02188,2559899,1119990,Troistorrents,,,Géotechnique,na,na
5181,_02189,2585571,1117211,Ardon,,,Géotechnique,na,na
5182,_02190,2584484,1110345,Riddes,,,Géotechnique,na,na
5183,_02191,2593843,1120569,Sion,,,Géotechnique,na,na
5184,_02192,,,St-Martin,Dossier inexistant N:\ - Existant dans la base de données,Pas de dossier,Géotechnique,na,na
5185,_02193,,,Nax,Aucune info,Chalet Juan Mandrinan à Nax,Géotechnique,na,na
5186,_02194,2589463,1114496,Nendaz,,,Géotechnique,na,na
5187,_02195,2592284,1115980,Veysonnaz,,,Géotechnique,na,na
5188,_02196,2590654,1114260,Nendaz,,,Dangers naturels,na,na
5189,_02197,,,Vex,Aucune info,Chalet La Renardière - Mayen du Chapître - Vex,Expertise,na,na
5190,_02198,2588169,1114420,Nendaz,,,Hydrologie,na,na
5191,_02199,2592780,1115695,Nendaz,,,Géotechnique,na,na
5192,_02200,2596250,1113975,Hérémence,,,Géotechnique,na,na
5193,_02201,2598716,1119027,Mont-Noble,,,Dangers naturels,na,na
5194,_02202,2584611,1110525,Riddes,,,Géotechnique,na,na
5195,_02203,,,St-Léonard,Aucune info,Villa à St Léonard - rue de lEglis,Géotechnique,na,na
5196,_02204,2589714,1118805,Conthey,,,PAC,na,na
5197,_02205,,,Nendaz,Dossier inexistant N:\ - Existant dans la base de données,Pas de dossier,Géotechnique,na,na
5198,_02206,2522146,1175188,Ballaigues,,,Dangers naturels,na,na
5199,_02207,2597074,1119560,Sion,,,Géotechnique,na,na
5201,_02208,2608431,1125957,Sierre,,,Instrumentation,na,na
5202,_02209,2601593,1128268,Lens,,,Géotechnique,na,na
5203,_02210,2589975,1118861,Sion,,,Infiltration,na,na
5204,_02211,2594828,1119110,Sion,,,Sites contaminés,na,na
5205,_02212,2592781,1115880,Veysonnaz,,,Géotechnique,na,na
5206,_02213,,,Sierre,Aucune info,Essais Me - Rue dItagne - Sierre,Essais de plaque,na,na
5207,_02214,,,Vétroz,Aucune info,Infiltration rue des Pêcheurs Vétroz,Géotechnique,na,na
5208,_02215,2588959,1114080,Nendaz,,,Géotechnique,na,na
5209,_02216,2594616,1114535,Sion,,,Hydrogéologie,na,na
5210,_02217,2579769,1117910,Chamoson,,,Géotechnique,na,na
5211,_02218,2584399,1110300,Riddes,,,Géotechnique,na,na
5212,_02219,2580214,1111206,Saxon,,,Géotechnique,na,na
5213,_02220,,,Riddes,Aucune info,Construction 1 chalet à Villy (7090-Riddes) - Pas de rapport,Géotechnique,na,na
5214,_02221,,,Lens,Aucune info,Trois chalets à Lens,Géotechnique,na,na
5215,_02222,2594999,1120461,Sion,,,Géotechnique,na,na
5216,_02223,2595571,1119969,Sion,,,Géotechnique,na,na
5217,_02224,2593434,1118115,Sion,,,Géotechnique,na,na
5218,_02225,2587800,1114290,Nendaz,,,Géotechnique,na,na
5219,_02226,,,St-Léonard,Aucune info,"Mur Bitz, St-Léonard",Géotechnique,na,na
5220,_02227,2602895,1126877,Crans-Montana,,"Garage rte du Sergnou, Lens",Géotechnique,na,na
5221,_02228,2587956,1117095,Vétroz,,,Géotechnique,na,na
5222,_02229,2584349,1110705,Riddes,,,Géotechnique,na,na
5223,_02230,2581606,1113088,Riddes,,,Géotechnique,Hydrogéologie,na
5224,_02231,,,Lens,Dossier vide,Dossier vide,Géotechnique,na,na
5225,_02232,,,Crans-Montana,Aucune info,La Cumbia à Crans -Montans,Géotechnique,na,na
5226,_02233,2591610,1118974,Sion,,,PAC,na,na
5227,_02234,,,Fully,Aucune info,PAC terrain de foot - Fully,PAC,na,na
5228,_02235,2595811,1119983,Sion,,,PAC,na,na
5229,_02236,2597946,1126346,Ayent,,,Environnement,na,na
5230,_02237,,,Lens,Aucune info,Essais Me - Route de Crans-Lens - Lens,Essais de plaque,na,na
5231,_02238,2607372,1131213,Crans-Montana,,,Géotechnique,na,na
5232,_02239,2594215,1120793,Sion,,,Géotechnique,na,na
5233,_02240,2590438,1117443,Sion,,,Géotechnique,na,na
5234,_02241,2601375,1110790,St-Martin,,,Environnement,na,na
5235,_02242,2600649,1113836,St-Martin,,,Géotechnique,na,na
5236,_02243,2592223,1115248,Nendaz,,,Géotechnique,na,na
5237,_02244,2595152,1119746,Sion,,,Géotechnique,na,na
5238,_02245,2584440,1110577,Riddes,,,Géotechnique,na,na
5239,_02246,2584554,1110455,Riddes,,,Géotechnique,na,na
5240,_02247,2604969,1124452,Sierre,,,Hydrogéologie,na,na
5241,_02248,2604497,1106824,Evolène,,,Expertise,na,na
5242,_02249,2596782,1114497,Hérémence,,,Géotechnique,na,na
5243,_02250,2596740,1113880,Hérémence,,,Géotechnique,na,na
5244,_02251,2589857,1119166,Conthey,,,Géotechnique,na,na
5245,_02252,,,Vex,Aucune info,Puits aux Colons 1800,Hydrogéologie,na,na
5246,_02253,,,Saillon,Aucune info,"Essais de plaque - Grand Clos, Saillon",Essais de plaque,na,na
5247,_02254,,,Crans-Montana,Aucune info,"Essais de plaque - Rte Voirambeys, Mollens",Essais de plaque,na,na
5248,_02255,2587888,1113462,Nendaz,,,Dangers naturels,na,na
5249,_02256,,,Chalais,Aucune info,"Villa 6350 HUB, Chalais",Géotechnique,na,na
5250,_02257,2592200,1121977,Savièse,,,Géotechnique,na,na
5251,_02258,2596789,1114410,Hérémence,,,Géotechnique,na,na
5252,_02259,2589016,1116633,Nendaz,,,Géotechnique,na,na
5253,_02260,,,Finhaut,Aucune info,Controle Camera Cheseaux Emosson,Essais,na,na
5254,_02261,,,St-Martin,Aucune info,Route de Sandolin - St-Martin - pas de rapport,Géotechnique,na,na
5255,_02262,2558393,1118005,Val-d'Illiez,,,Géotechnique,na,na
5256,_02263,2564943,1128628,Ollon,,,Géotechnique,na,na
5257,_02264,,,Grimisuat,Aucune info,"Essai Me - Route Grandpraz, Grimisuat",Essais de plaque,na,na
5258,_02265,2598459,1121026,Sion,," Essai Me - Usine UTO, promenade des Berges Uvrier",Essais de plaque,na,na
5259,_02266,,,Vétroz,Dossier inexistant N:\ - Existant dans la base de données,Pas de dossier,Essais de plaque,na,na
5260,_02267,2596480,1115472,Vex,,,Géothermie,na,na
5261,_02268,2587959,1116233,Nendaz,,,Carte de dangers,na,na
5262,_02269,2584906,1109883,Riddes,,,Géotechnique,na,na
5263,_02270,2586955,1118876,Vétroz,,"Essais Me - Salle de Gym, Vétroz",Essais de plaque,na,na
5264,_02271,,,Isérables,Dossier vide N:\ - Existant dans la base de données,Dossier vide,Géotechnique,na,na
5265,_02272,2561163,1122657,Collombey-Muraz,,,Géotechnique,na,na
5266,_02273,2584484,1110964,Riddes,,,Géotechnique,na,na
5267,_02274,,,Chamoson,Dossier inexistant N:\ - Existant dans la base de données,Pas de dossier,Géotechnique,na,na
5268,_02275,2602848,1128404,Crans-Montana,,Pas de mandat,Géotechnique,na,na
5269,_02276,2596074,1115650,Vex,,,Géotechnique,na,na
5270,_02277,2589173,1114956,Nendaz,,,Géotechnique,na,na
5271,_02278,2596798,1113845,Hérémence,,,Géotechnique,na,na
5272,_02279,2585248,1109595,Riddes,,,Géotechnique,na,na
5273,_02280,2596602,1119686,Sion,,,Géothermie,na,na
5274,_02281,2597975,1121664,Sion,,,PAC,na,na
5275,_02282,2586563,1118845,Vétroz,,,Dangers naturels,na,na
5276,_02283,2613008,1128019,Leuk,,,EIE,na,na
5277,_02284,2580615,1113274,Saillon,,Essais Me - Parcelle 6066 Saillon,Essais de plaque,na,na
5278,_02285,,,Savièse,Aucune info,"Villa Rouiller, Muraz, Savièse",Géotechnique,na,na
5279,_02286,2555868,1113912,Champéry,,,Géothermie,na,na
5280,_02287,2588681,1113552,Nendaz,,,Géotechnique,na,na
5281,_02288,2594475,1115266,Sion,,,EIE,na,na
5281,_02289,2594470,1115382,Sion,,,EIE,na,na
5282,_02290,,,na,Appui, Appui SFP méthodologie danger,Dangers naturels,na,na
5283,_02291,2586425,1118485,Vétroz,,,Géotechnique,na,na
5284,_02292,2598452,1122629,St-Léonard,,,Géotechnique,na,na
5285,_02293,2556196,1148441,Corsier-sur-Vevey,,,Géotechnique,na,na
5286,_02294,2580891,1112213,Saillon,,,Géotechnique,na,na
5287,_02295,2591218,1114608,Nendaz,,,Géotechnique,na,na
5288,_02296,2598710,1125846,Ayent,,"Essais Me - Route de Tsampy, Ayent",Essais de plaque,na,na
5289,_02297,2591649,1117075,Nendaz,,,Géotechnique,na,na
5290,_02298,2580883,1116947,Chamoson,,,Géotechnique,na,na
5291,_02299,2585125,1109769,Riddes,,,Géotechnique,na,na
5292,_02300,2592769,1120200,Sion,,,Géotechnique,na,na
5293,_02301,2584380,1109704,Riddes,,,Géotechnique,na,na
5294,_02302,2586953,1118909,Vétroz,,,Géotechnique,na,na
5295,_02303,2597264,1127380,Ayent,,,Géotechnique,na,na
5296,_02304,,,na,Aucune info,"Chalet Steiner, Anzère",Géotechnique,na,na
5297,_02305,2598114,1122339,Sion,,,Géotechnique,PAC,na
5298,_02306,2594681,1121231,Sion,,,Expertise,na,na
5299,_02307,2584545,1110000,Riddes,,,Géotechnique,na,na
5300,_02308,2593392,1121963,Savièse,,,Essais de plaque,na,na
5301,_02309,2584252,1110571,Riddes,,,Géotechnique,na,na
5302,_02310,,,na,Aucune info,"Essais Me - La Closerie, Massongex",Essais de plaque,na,na
5303,_02311,2584457,1110351,Riddes,,,Géotechnique,na,na
5304,_02312,2584476,1110650,Riddes,,,Géotechnique,na,na
5305,_02313,2593737,1120734,Sion,," Immeuble Mitzou, Rte du Sanetsch",Géotechnique,na,na
5306,_02314,2580320,1115602,Leytron,,,Essais,na,na
5307,_02315,2602998,1121617,Grône,,Textomur Route de Loye,Géotechnique,na,na
5308,_02316,,,Ayent,Aucune info,"Essais Me - RC 58, Ayent",Essais de plaque,na,na
5309,_02317,2588681,1113842,Nendaz,,,Géotechnique,na,na
5310,_02318,2589076,1118170,Conthey,,,Sites contaminés,na,na
5311,_02319,2596256,1115291,Vex,,,Géotechnique,na,na
5312,_02320,2582645,1112808,Riddes,,,Géotechnique,na,na
5313,_02321,2587119,1113870,Nendaz,,,Hydrologie,na,na
5314,_02322,2589390,1129050,Savièse,,,Géotechnique,na,na
5315,_02323,2588538,1113752,Nendaz,,,Géotechnique,na,na
5316,_02324,2569763,1109918,Dorénaz,,Vernayaz - Impact projet R3,Hydrogéologie,na,na
5317,_02325,2584235,1104826,Val de Bagnes,,,Géotechnique,Inflitration,Ebranlements
5318,_02326,2594140,1119822,Sion,,,Géotechnique,na,na
5319,_02327,2588519,1114766,Nendaz,,,Géotechnique,na,na
5320,_02328,2577542,1109406,Saxon,,,Géotechnique,Hydrogéologie,na
5321,_02329,2603085,1128491,Crans-Montana,,,Essais de plaque,na,na
5322,_02330,2578146,1148278,Château-d'Oex,,,Dangers naturels,na,na
5323,_02331,2583201,1148090,Rougemont,,,Dangers naturels,na,na
5324,_02332,2603085,1128490,Crans-Montana,,,Dangers naturels,na,na
5325,_02333,2598112,1121564,Sion,,,Géotechnique,na,na
5326,_02334,2592747,1115640,Nendaz,,,Géotechnique,na,na
5327,_02335,2596709,1123072,Grimisuat,,,Infiltration,na,na
5328,_02336,,,na,Aucune info,,Essais de plaque,na,na
5329,_02337,2589384,1107287,Nendaz,,,Sites contaminés,na,na
5330,_02338,2588399,1114802,Nendaz,,,Géotechnique,na,na
5331,_02339,2593924,1119930,Sion,,,Géotechnique,na,na
5332,_02340,2584059,1110086,Riddes,,,Géotechnique,na,na
5333,_02341,2558643,1145078,Montreux,,,Dangers naturels,na,na
5334,_02342,2557518,1147638,Blonay - Saint-Légier,,,Dangers naturels,na,na
5335,_02343,2584474,1110420,Riddes,,,Géotechnique,na,na
5336,_02344,2580901,1117200,Chamoson,,,Hydrologie,na,na
5337,_02345,2592899,1119898,Sion,,,Géotechnique,na,na
5338,_02346,2593100,1119000,Sion,,,Géotechnique,na,na
5339,_02347,2602329,1107539,Evolène,,,Dangers naturels,na,na
5340,_02348,,,Savièse,Dossier inexistant N:\ - Existant dans la base de données,,Géotechnique,na,na
5341,_02349,2583733,1125478,Conthey,,,Dangers naturels,na,na
5342,_02350,2596938,1113890,Hérémence,,,Essais de plaque,na,na
5343,_02351,,,Anniviers,Aucune info,,Essais de plaque,na,na
5344,_02352,2596943,1113884,Hérémence,,,Géotechnique,na,na
5345,_02353,2562338,1132180,Yvorne,,,Dangers naturels,na,na
5346,_02354,2567877,1130525,Aigle,,,Dangers naturels,na,na
5347,_02355,2581022,1112276,Saillon,,,Géotechnique,na,na
5348,_02356,,,Hérémence,Aucune info,,Essais,na,na
5349,_02357,,,Nendaz,Aucune info,,Essais,na,na
5350,_02358,,,St-Martin,Dossier inexistant N:\ - Existant dans la base de données,,Géotechnique,na,na
5351,_02359,2552689,1146707,Corseaux,,,Géotechnique,na,na
5352,_02360,2582807,1117671,Chamoson,,,Géotechnique,na,na
5353,_02361,2590938,1121898,Savièse,,,Géotechnique,na,na
5354,_02362,,,Mont-Noble,Dossier inexistant N:\ - Existant dans la base de données,,Géotechnique,na,na
5355,_02363,2574697,1090301,Orsières,,,Géothermie,na,na
5356,_02364,2593503,1119248,Sion,,,Géotechnique,na,na
5357,_02365,2583156,1105752,Val de Bagnes,,,Géothermie,na,na
5358,_02366,2584642,1100676,Val de Bagnes,,,Géothermie,na,na
5359,_02367,2575396,1097079,Orsières,,,Géothermie,na,na
5360,_02368,2596264,1114943,Hérémence,,,Géotechnique,na,na
5361,_02369,2584459,1110450,Riddes,,,Géotechnique,na,na
5362,_02370,2602116,1109756,Evolène,,,Environnement,na,na
5363,_02371,2583134,1105805,Val de Bagnes,,,Géothermie,na,na
5364,_02372,,,na,Dossier inexistant N:\ - Duplicata avec mandat 5363 dans base de données,,Géothermie,na,na
5365,_02373,2592071,1115181,Nendaz,Dossier vide N:\ - Existant dans la base de données,,Géotechnique,na,na
5366,_02374,2603789,1125616,Crans-Montana,,,Géotechnique,na,na
5367,_02375,2582496,1112756,Riddes,,,Géotechnique,na,na
5368,_02376,2592452,1118598,Sion,,,Géotechnique,na,na
5369,_02377,2596269,1123740,Grimisuat,,,Géotechnique,na,na
5370,_02378,2590771,1119304,Sion,,,Géotechnique,na,na
5371,_02379,2593245,1118082,Sion,,,Géotechnique,na,na
5372,_02380,2583654,1103306,Val de Bagnes,,,Géotechnique,na,na
5374,_02381,2601274,1127925,Lens,,,Géothermie,na,na
5375,_02382,2607999,1128150,Noble-Contrée,,,Hydrogéologie,na,na
5376,_02383,2596165,1115096,Vex,,,Géotechnique,na,na
5377,_02384,2593603,1118911,Sion,,,Géotechnique,na,na
5378,_02385,,,Savièse,Aucune info,,Géotechnique,na,na
5379,_02386,,,Savièse,Aucune info,,Essais de plaque,na,na
5380,_02387,,,Ayent,Aucune info,,Essais de plaque,na,na
5381,_02388,,,Ayent,Aucune info,,Essais de plaque,na,na
5382,_02389,2600801,1127140,Lens,,,Géothermie,na,na
5383,_02390,2584253,1109978,Riddes,,,Géotechnique,na,na
5384,_02391,2584465,1110486,Riddes,,,Géotechnique,na,na
5385,_02392,,,na,Chine,,Hydrogéologie,na,na
5386,_02393,2586567,1118846,Vétroz,,,Carte de dangers,na,na
5387,_02394,2588579,1119308,Vétroz,,,Géotechnique,na,na
5388,_02395,2603159,1129030,Crans-Montana,,,Géothermie,na,na
5389,_02396,2583100,1105133,Val de Bagnes,,,Géothermie,na,na
5390,_02397,2558452,1176806,na,,,Géotechnique,na,na
5391,_02398,2587512,1114051,Nendaz,,,Danger hydrologique,na,na
5392,_02399,2599691,1116509,Mont-Noble,,,Géotechnique,na,na
5393,_02400,2589658,1119402,Conthey,,,Géotechnique,na,na
5394,_02401,2596557,1115024,Hérémence,,,Géotechnique,na,na
5395,_02402,2581476,1113120,Saillon,,,Hydrogéologie,na,na
5396,_02403,2593050,1118761,Sion,,,Sites pollués,na,na
5397,_02404,2587523,1114028,Nendaz,,,Danger hydrologique,na,na
5398,_02405,2565077,1130112,Leysin,,,Dangers naturels,na,na
5399,_02406,2592804,1122459,Savièse,,,Géotechnique,Hydrogéologie,na
5400,_02407,2593085,1118753,Sion,,,Géotechnique,na,na
5401,_02408,2593360,1119969,Sion,Dossier vide N:\ - Existant dans la base de données,,Géotechnique,na,na
5402,_02409,2589250,1121894,Conthey,,,Sites pollués,na,na
5403,_02410,2593385,1118184,Sion,,,Géotechnique,na,na
5404,_02411,2606193,1126186,Sierre,,,Infiltration,na,na
5405,_02412,2591435,1118270,Sion,,,Géotechnique,na,na
5406,_02413,2598130,1122780,St-Léonard,,,Dangers naturels,na,na
5409,_02414,2607849,1127586,Noble-Contrée,,,Géotechnique,na,na
5413,_02415,2556090,1145345,La Tour-de-Peilz,,,Géotechnique,na,na
5424,_02416,2587220,1119071,Vétroz,,,Danger hydrologique,na,na
5427,_02417,2595625,1119621,Sion,,,Sites contaminés,na,na
5430,_02418,2581980,1115013,Leytron,,,Géotechnique,Hydrogéologie,na
5431,_02419,2576165,1108239,Martigny,,,Géotechnique,Hydrogéologie,na
5439,_02420,2568330,1117470,Lavey-Morcles,,,Géotechnique,na,na
5445,_02421,2594070,1119507,Sion,,,PAC,na,na
5450,_02422,2589619,1119010,Conthey,,,Géotechnique,Hydrogéologie,na
5457,_02423,2584308,1116752,Chamoson,,,Géotechnique,na,na
5460,_02424,2552706,1146521,Corseaux,,,Ebranlements géophone,na,na
5461,_02425,2583548,1113753,Riddes,,,Géotechnique,na,na
5463,_02426,2582650,1112798,Riddes,,,Géothermie,na,na
5464,_02427,2597969,1121798,Sion,,,Infiltration,na,na
5467,_02428,2590569,1119131,Sion,,,Géotechnique,na,na
5475,_02429,2538337,1155659,Le Mont-sur-Lausanne,,,Géotechnique,na,na
5479,_02430,2593500,1119780,Sion,,,Géotechnique,Hydrogéologie,na
5484,_02431,2594170,1119509,Sion,,,Sites contaminés,na,na
5489,_02432,2606544,1122688,Chalais,,,Géotechnique,na,na
5503,_02433,2600055,1114398,St-Martin,,,Expertise,na,na
5508,_02434,2580723,1113761,Saillon,,,Géotechnique,na,na
5514,_02435,2590390,1117260,Nendaz,,,Géotechnique,PAC,na
5516,_02436,2591469,1119085,Sion,,,Géothermie,na,na
5523,_02437,2584092,1114255,Chamoson,,,Géotechnique,na,na
5531,_02438,2583139,1112810,Riddes,,,Hydrogéologie,na,na
5532,_02439,2595779,1119860,Sion,,,Géothermie,na,na
5546,_02440,2590727,1118114,Sion,,,Environnement,na,na
5546,_02441,2588598,1117864,Vétroz,,,Environnement,na,na
5546,_02442,2593003,1119111,Sion,,,Environnement,na,na
5546,_02443,2593186,1118753,Sion,,,Environnement,na,na
5547,_02444,2561945,1132800,Yvorne,,,Dangers naturels,na,na
5549,_02445,2582789,1132286,Ormont-Dessus,,,Dangers naturels,na,na
5552,_02446,2580900,1113250,Saillon,,,Géothermie,na,na
5561,_02447,2592617,1118659,Sion,,,PAC,na,na
5567,_02448,2592907,1119805,Sion,,,Géotechnique,na,na
5567,_02449,2592749,1119857,Sion,,,Géotechnique,na,na
5568,_02450,2583445,1115388,Chamoson,,,Sites pollués,na,na
5572,_02451,2606123,1104051,Evolène,,,Sites pollués,na,na
5574,_02452,2564322,1129729,Aigle,,,Géotechnique,na,na
5575,_02453,2591921,1116234,Veysonnaz,,,Dangers naturels,na,na
5576,_02454,2577130,1110342,Fully,,,Géotechnique,na,na
5577,_02455,2586770,1117023,Ardon,,,Géotechnique,Hydrogéologie,na
5587,_02456,2603466,1108098,Evolène,,,Environnement,na,na
5591,_02457,2558045,1153084,na,,,Géotechnique,na,na
5593,_02458,2561941,1142695,Montreux,,,Hydrogéologie,na,na
5594,_02459,2592673,1119707,Sion,,,Dangers naturels,na,na
5598,_02460,2606595,1122604,Chalais,,,Dangers naturels,na,na
5602,_02461,2597198,1113901,Hérémence,,,Dangers naturels,na,na
5605,_02462,2572580,1106397,Martigny,,,Hydrogéologie,na,na
5614,_02463,2552844,1146967,Corseaux,,,Géotechnique,na,na
5616,_02464,2581517,1112001,Saxon,,,Géothermie,PAC,na
5618,_02465,2587255,1118448,Vétroz,,,Géotechnique,na,na
